"animal_id","water_year","last_detection_startup_2","first_detection_endup","status","migration_binary","migration_type","last_detection_startup","HMC_mean_discharge","VON_mean_discharge","migration_duration","mean_temp_after_1week","mean_temp_before_1week"
"UCDHIST-GS0566-2010-09-22",2013,2013-03-21 23:02:02,2013-04-01 02:32:01,"up_complete",1,"up",2013-03-21 23:02:02,6432.2,11839.4,10.1458217592593,58.0297619028571,58.5940476185714
"UCDHIST-GS0571-2010-10-28",2017,2017-03-28 10:54:01,2017-05-11 04:46:29,"up_complete",1,"up",2017-03-28 10:54:01,28351.6976744186,55273.1162790698,43.7447685185185,56.9213768128571,55.6297877842857
"UCDHIST-GS0573-2011-05-06",2016,2016-03-23 14:02:39,2016-04-11 05:55:59,"up_complete",1,"up",2016-03-23 14:02:39,13149.5555555556,30913.3888888889,18.662037037037,57.3173469385714,56.6291666657143
"UCDHIST-GS0573-2011-05-06",2019,2019-03-22 13:02:23,2019-04-25 23:46:13,"up_complete",1,"up",2019-03-22 13:02:23,33921.9117647059,52739.8823529412,34.4471064814815,55.7142857142857,55.3571428571429
"UCDHIST-GS0574-2011-05-06",2021,2021-04-22 14:00:09,NA,"up_incomplete",0,"up",2021-04-22 14:00:09,5745.5,5584,NA,64.2142857142857,64.4666666666667
"UCDHIST-GS0582-2011-06-07",2019,2019-05-04 21:36:16,2019-05-18 23:12:34,"up_complete",1,"up",2019-05-04 21:36:16,8781.57142857143,24828.0714285714,14.066875,61.9285714285714,62.8285714285714
"UCDHIST-GS0583-2011-06-07",2019,2019-03-17 10:27:00,2019-05-19 02:43:44,"up_complete",1,"up",2019-03-17 10:27:00,24131.0161290323,43780.8225806452,62.678287037037,56.4857142857143,52.5428571428571
"UCDHIST-GS0595-2011-06-09",2015,2015-03-04 02:44:50,2015-03-16 02:58:49,"up_complete",1,"up",2015-03-04 02:44:50,5051.33333333333,7694.25,12.0097106481481,57.8084886128571,55.85
"UCDHIST-GS0599-2011-06-13",2017,2017-03-07 15:11:35,2017-06-17 05:02:55,"up_complete",1,"up",2017-03-07 15:11:35,22809.5643564356,48378.6435643564,101.577314814815,54.0463361442857,51.3041666671429
"UCDHIST-GS0600-2011-06-13",2016,2016-04-12 19:07:39,2016-05-04 17:51:51,"up_complete",1,"up",2016-04-12 19:07:39,6198.22727272727,12034,21.9473611111111,62.8353778471429,62.5511904771429
"UCDHIST-GS0603-2011-06-14",2016,2016-08-29 11:19:40,NA,"up_incomplete",0,"up",2016-08-29 11:19:40,NA,NA,NA,69.9261904742857,70.15
"UCDHIST-GS0607-2011-06-14",2016,2016-07-12 04:20:53,NA,"up_incomplete",0,"up",2016-07-12 04:20:53,NA,NA,NA,72.1827380957143,71.30628882
"UCDHIST-GS0613-2011-06-15",2016,2016-09-09 07:28:24,NA,"up_incomplete",0,"up",2016-09-09 07:28:24,8500,16338,NA,68.1946428571429,70.0398809514286
"UCDHIST-GS0614-2011-06-15",2014,2014-03-27 21:28:09,2014-05-04 08:13:32,"up_complete",1,"up",2014-03-27 21:28:09,5863.8947368421,8665.97368421053,37.4481828703704,60.2797619042857,60.4615942014286
"UCDHIST-GS0615-2011-06-15",2012,2012-06-01 21:26:43,NA,"up_incomplete",0,"up",2012-06-01 21:26:43,NA,NA,NA,69.0577380957143,67.7571428571429
"UCDHIST-GS0615-2011-06-15",2017,2017-03-26 18:13:35,2017-04-30 02:19:08,"up_complete",1,"up",2017-03-26 18:13:35,32249.4117647059,58479.9411764706,34.3371875,56.3106625271429,55.6987836442857
"UCDHIST-GS0618-2011-06-15",2015,2015-05-06 03:18:41,2015-05-27 19:37:47,"up_complete",1,"up",2015-05-06 03:18:41,5960.31818181818,7038.18181818182,21.6799305555556,67.3197101457143,68.0023809514286
"UCDHIST-GS0622-2011-07-01",2017,2017-08-29 06:24:29,NA,"up_incomplete",0,"up",2017-08-29 06:24:29,7371.85714285714,18050.1428571429,NA,73.07466356,71.5314285714286
"UCDHIST-GS0632-2011-07-08",2016,2016-03-26 11:41:52,2016-04-20 21:12:52,"up_complete",1,"up",2016-03-26 11:41:52,9635.8,22241.48,25.3965277777778,57.8661564628571,57.17148033
"UCDHIST-GS0634-2011-07-08",2021,2021-04-01 21:36:32,NA,"up_incomplete",0,"up",2021-04-01 21:36:32,5201.05555555556,6915.66666666667,NA,61.0285714285714,57.6142857142857
"UCDHIST-GS0637-2011-07-13",2019,2019-03-24 11:55:28,2019-05-04 01:40:03,"up_complete",1,"up",2019-03-24 11:55:28,29669.6,49576,40.5726273148148,55.6857142857143,56.3142857142857
"UCDHIST-GS0640-2011-07-14",2012,2012-09-24 01:31:42,NA,"up_incomplete",0,"up",2012-09-24 01:31:42,6570,13250,NA,68.32202381,67.6446428571429
"UCDHIST-GS0640-2011-07-14",2021,2021-02-01 18:19:26,NA,"up_incomplete",0,"up",2021-02-01 18:19:26,5711.51020408163,9390.30612244898,NA,50.6714285714286,49.1666666666667
"UCDHIST-GS0652-2011-07-20",2015,2015-03-25 02:11:32,2015-04-08 11:36:03,"up_complete",1,"up",2015-03-25 02:11:32,4150.2,5908.46666666667,14.392025462963,64.9500000014286,63.62846791
"UCDHIST-GS0687-2011-08-09",2016,2016-03-24 23:39:41,2016-04-11 10:09:36,"up_complete",1,"up",2016-03-24 23:39:41,12073.2777777778,28796.2777777778,17.4374421296296,57.4631802714286,57.0054089014286
"UCDHIST-GS0689-2011-08-09",2012,2012-04-16 09:25:37,2012-04-29 11:04:17,"up_complete",1,"up",2012-04-16 09:25:37,10429.6923076923,21337.8461538462,13.0685185185185,61.3333333328571,57.5672619057143
"UCDHIST-GS0689-2011-08-09",2016,2016-03-31 20:31:11,2016-04-18 04:25:48,"up_complete",1,"up",2016-03-31 20:31:11,8992.41176470588,18668,17.3295949074074,60.36607143,57.3173469385714
"UCDHIST-GS0689-2011-08-09",2019,2019-03-19 04:51:15,2019-04-26 03:33:15,"up_complete",1,"up",2019-03-19 04:51:15,33058.8684210526,52604.5526315789,37.9458333333333,56.3714285714286,53.5285714285714
"UCDHIST-GS0691-2011-08-10",2015,2015-03-09 03:30:23,2015-04-01 23:19:34,"up_complete",1,"up",2015-03-09 03:30:23,4570.5,6500.45833333333,23.8258217592593,60.4809782628571,56.6483695657143
"UCDHIST-GS0691-2011-08-10",2019,2019-03-20 05:38:09,2019-04-26 06:51:44,"up_complete",1,"up",2019-03-20 05:38:09,33186.5405405405,52580.6486486486,37.051099537037,56.1714285714286,54.0285714285714
"UCDHIST-GS0699-2011-08-11",2012,2012-04-20 10:20:45,2012-05-01 17:27:35,"up_complete",1,"up",2012-04-20 10:20:45,10348.9090909091,20856.0909090909,11.296412037037,65.3047619042857,57.95297619
"UCDHIST-GS0699-2011-08-11",2017,2017-03-30 12:24:37,2017-04-27 06:31:25,"up_complete",1,"up",2017-03-30 12:24:37,33417.7037037037,57010.3333333333,27.7547222222222,57.6434523814286,55.8607401657143
"UCDHIST-GS0704-2011-08-11",2017,2017-03-13 14:57:24,2017-05-04 01:35:23,"up_complete",1,"up",2017-03-13 14:57:24,29413.4901960784,59125.8039215686,51.4430439814815,56.9713768114286,52.1706632657143
"UCDHIST-GS0705-2011-08-11",2015,2015-09-23 21:37:44,NA,"up_incomplete",0,"up",2015-09-23 21:37:44,6364,7770,NA,70.4886904771429,70.9143398257143
"UCDHIST-GS0707-2011-08-12",2018,2018-08-17 06:29:09,NA,"up_incomplete",0,"up",2018-08-17 06:29:09,NA,NA,NA,71.3266563142857,71.6917857142857
"UCDHIST-GS0716-2011-08-18",2012,2012-04-19 06:08:44,2012-04-29 01:44:49,"up_complete",1,"up",2012-04-19 06:08:44,10620.8,20425.4,9.81672453703704,64.6827380957143,57.69702381
"UCDHIST-GS0716-2011-08-18",2016,2016-03-31 09:26:28,2016-04-09 10:25:37,"up_complete",1,"up",2016-03-31 09:26:28,9499.88888888889,20439.4444444444,9.04107638888889,60.36607143,57.3173469385714
"UCDHIST-GS0716-2011-08-18",2019,2019-03-26 22:49:33,2019-06-05 03:34:04,"up_complete",1,"up",2019-03-26 22:49:33,21361.2428571429,40025.3428571429,70.1975810185185,56.3571428571429,56.4857142857143
"UCDHIST-GS0717-2011-08-18",2014,2014-03-16 02:41:44,2014-03-29 10:24:40,"up_complete",1,"up",2014-03-16 02:41:44,5025.07142857143,8162.42857142857,13.3214814814815,59.2499999985714,57.9358436857143
"UCDHIST-GS0723-2011-08-19",2016,2016-02-13 06:49:14,2016-03-19 02:55:34,"up_complete",1,"up",2016-02-13 06:49:14,18305.7142857143,27868.4285714286,34.8377314814815,55.6916666657143,50.3851190471429
"UCDHIST-GS0724-2011-08-19",2013,2013-04-19 19:30:32,NA,"up_incomplete",0,"up",2013-04-19 19:30:32,NA,NA,NA,63.3053571414286,61.5851190485714
"UCDHIST-GS0726-2011-08-30",2012,2012-03-14 08:15:20,2012-04-05 03:08:07,"up_complete",1,"up",2012-03-14 08:15:20,14236.9,26755,21.7866550925926,54.01547619,53.3945134571429
"UCDHIST-GS0726-2011-08-30",2017,2017-02-22 09:31:28,2017-03-19 06:07:04,"up_complete",1,"up",2017-02-22 09:31:28,57328.125,64309.2083333333,24.8580555555556,50.6589285714286,51.6069616971429
"UCDHIST-GS0727-2011-08-30",2017,2017-05-02 19:54:53,2017-05-22 03:53:21,"up_complete",1,"up",2017-05-02 19:54:53,15566.1578947368,42905.6842105263,19.3322685185185,63.6019151142857,59.4934523814286
"UCDHIST-GS0728-2011-08-30",2020,2020-04-01 15:08:05,NA,"up_incomplete",0,"up",2020-04-01 15:08:05,8036.42857142857,13145.8571428571,NA,58.0571428571429,57.0714285714286
"UCDHIST-GS0729-2011-08-30",2017,2017-04-10 13:39:20,2017-04-29 01:58:22,"up_complete",1,"up",2017-04-10 13:39:20,37949.6111111111,62016.9444444444,18.5132175925926,55.7507763985714,58.1232142857143
"UCDHIST-GS0735-2011-08-31",2020,2020-04-26 17:55:51,2020-06-12 03:40:25,"up_complete",1,"up",2020-04-26 17:55:51,8495.58695652174,9692.64285714286,46.4059490740741,68.5285714285714,64.8857142857143
"UCDHIST-GS0740-2011-09-01",2012,2012-04-12 08:22:56,2012-04-28 08:58:15,"up_complete",1,"up",2012-04-12 08:22:56,11226.4375,23562.8125,16.024525462963,57.95297619,56.7458333342857
"UCDHIST-GS0743-2011-09-02",2013,2013-06-25 11:30:12,NA,"up_incomplete",0,"up",2013-06-25 11:30:12,10644,12896,NA,72.7077380942857,69.9357142871429
"UCDHIST-GS0746-2011-09-02",2016,2016-03-10 06:41:26,2016-03-29 15:08:37,"up_complete",1,"up",2016-03-10 06:41:26,32546.45,55222.8,19.3522106481481,53.57217909,57.1190476185714
"UCDHIST-GS0746-2011-09-02",2019,2019-03-02 22:23:49,2019-04-03 11:43:30,"up_complete",1,"up",2019-03-02 22:23:49,42611.59375,54863.4375,31.5553356481481,52.5714285714286,49.2142857142857
"UCDHIST-GS0753-2011-09-07",2012,2012-04-26 14:47:59,2012-05-05 16:27:31,"up_complete",1,"up",2012-04-26 14:47:59,8830.22222222222,20577.6666666667,9.06912037037037,63.4357142857143,63.6476190471429
"UCDHIST-GS0753-2011-09-07",2019,2019-03-28 06:52:22,2019-04-19 23:00:04,"up_complete",1,"up",2019-03-28 06:52:22,39873.2173913043,55193.6956521739,22.6720138888889,57.1285714285714,56.1714285714286
"UCDHIST-GS0754-2011-09-07",2016,2016-07-02 11:53:08,NA,"up_incomplete",0,"up",2016-07-02 11:53:08,NA,NA,NA,72.0019057042857,72.9141304342857
"UCDHIST-GS0758-2011-09-12",2019,2019-03-23 03:41:39,2019-04-21 07:45:42,"up_complete",1,"up",2019-03-23 03:41:39,36342.3666666667,53670.7333333333,29.1694791666667,55.6,55.9571428571429
"UCDHIST-GS0764-2011-09-13",2015,2015-06-11 22:29:29,2015-06-29 20:52:50,"up_complete",1,"up",2015-06-11 22:29:29,5017.61111111111,5287.33333333333,17.9328819444444,73.0113095228571,70.7528911557143
"UCDHIST-GS0764-2011-09-13",2016,2015-10-22 07:23:28,NA,"up_incomplete",0,"up",2015-10-22 07:23:28,NA,NA,NA,67.0267857128571,68.8321428571429
"UCDHIST-GS0765-2011-09-14",2015,2015-08-05 17:28:41,NA,"up_incomplete",0,"up",2015-08-05 17:28:41,NA,NA,NA,73.0952380957143,74.05357143
"UCDHIST-GS0769-2011-09-21",2016,2016-03-26 05:25:13,2016-04-08 10:16:51,"up_complete",1,"up",2016-03-26 05:25:13,11863.5,29562.4285714286,13.2025231481481,57.8661564628571,57.17148033
"UCDHIST-GS0770-2011-09-21",2014,2014-06-13 10:27:51,NA,"up_incomplete",0,"up",2014-06-13 10:27:51,NA,NA,NA,72.08136646,72.3529761914286
"UCDHIST-GS0780-2012-05-02",2016,2016-03-24 05:27:51,2016-04-04 13:02:38,"up_complete",1,"up",2016-03-24 05:27:51,15251.4166666667,37341.25,11.3158217592593,57.4631802714286,57.0054089014286
"UCDHIST-GS0781-2012-05-02",2016,2016-03-24 05:26:26,2016-04-04 13:04:00,"up_complete",1,"up",2016-03-24 05:26:26,15251.4166666667,37341.25,11.3177546296296,57.4631802714286,57.0054089014286
"UCDHIST-GS0786-2012-05-07",2017,2017-03-15 01:06:56,2017-04-01 00:08:26,"up_complete",1,"up",2017-03-15 01:06:56,25578.5294117647,61618.8823529412,16.959375,56.4059006214286,54.0463361442857
"UCDHIST-GS0788-2012-05-08",2016,2016-02-22 02:29:42,2016-03-18 22:09:28,"up_complete",1,"up",2016-02-22 02:29:42,22008.5769230769,32754.9230769231,25.8192824074074,55.0363095228571,55.9928571428571
"UCDHIST-GS0788-2012-05-08",2020,2020-03-14 06:17:41,2020-03-26 18:19:23,"up_complete",1,"up",2020-03-14 06:17:41,6556.91666666667,11539.6923076923,12.5011805555556,56.9,57.5142857142857
"UCDHIST-GS0789-2012-05-08",2016,2016-03-06 00:46:34,2016-03-28 12:12:17,"up_complete",1,"up",2016-03-06 00:46:34,33135.1304347826,53044.1304347826,22.4761921296296,54.6785196685714,56.43690476
"UCDHIST-GS0790-2012-05-08",2016,2016-03-06 00:56:19,2016-03-28 00:24:15,"up_complete",1,"up",2016-03-06 00:56:19,33949.0909090909,53451.0454545455,21.9777314814815,54.6785196685714,56.43690476
"UCDHIST-GS0794-2012-05-29",2015,2015-09-01 03:48:39,NA,"up_incomplete",0,"up",2015-09-01 03:48:39,NA,NA,NA,72.8726190471428,73.1708333328571
"UCDHIST-GS0796-2012-06-11",2016,2016-07-25 12:10:13,NA,"up_incomplete",0,"up",2016-07-25 12:10:13,6567,13613,NA,73.4208333328571,70.8668219457143
"UCDHIST-GS0802-2012-07-01",2013,2013-07-24 15:41:47,NA,"up_incomplete",0,"up",2013-07-24 15:41:47,10925,15575,NA,71.7036749485714,71.3071428585714
"UCDHIST-GS0802-2012-07-01",2014,2014-03-17 16:07:06,2014-05-10 22:44:00,"up_complete",1,"up",2014-03-17 16:07:06,5575.72222222222,8026.57407407407,54.275625,59.58690476,58.0904761914286
"UCDHIST-GS0806-2012-07-01",2020,2020-08-16 08:35:05,NA,"up_incomplete",0,"up",2020-08-16 08:35:05,NA,NA,NA,76.8833333333333,74.4
"UCDHIST-GS0806-2012-07-01",2021,2021-05-11 03:52:20,NA,"up_incomplete",0,"up",2021-05-11 03:52:20,6902.21428571429,7470.92857142857,NA,68.8142857142857,67.3857142857143
"UCDHIST-GS0811-2012-07-01",2017,2017-03-12 02:11:37,2017-03-31 21:25:02,"up_complete",1,"up",2017-03-12 02:11:37,25510.65,61188.8,19.8009837962963,57.1825569357143,51.7880952385714
"UCDHIST-GS0811-2012-07-01",2020,2020-03-11 07:50:30,2020-03-25 05:24:23,"up_complete",1,"up",2020-03-11 07:50:30,6345.5,11395.1538461538,13.8985300925926,57.7285714285714,56.8714285714286
"UCDHIST-GS0835-2012-07-12",2019,2019-03-13 21:31:58,2019-05-08 23:23:36,"up_complete",1,"up",2019-03-13 21:31:58,28287.4285714286,48113.0178571429,56.0775231481481,54.6285714285714,52.5
"UCDHIST-GS0839-2012-07-13",2021,2021-08-31 04:20:31,NA,"up_incomplete",0,"up",2021-08-31 04:20:31,5719,7937,NA,71.9571428571429,71.4142857142857
"UCDHIST-GS0862-2012-07-17",2015,2015-04-06 06:51:51,2015-05-02 01:38:13,"up_complete",1,"up",2015-04-06 06:51:51,4620.84615384615,5793.34615384615,25.7821990740741,62.32009804,64.5922619042857
"UCDHIST-GS0877-2012-07-25",2013,2013-04-01 23:02:44,2013-04-16 07:54:50,"up_complete",1,"up",2013-04-01 23:02:44,8794.53333333333,14381.2666666667,14.3695138888889,62.65,58.6440476185714
"UCDHIST-GS0893-2012-08-17",2016,2016-04-02 08:18:38,2016-04-13 06:58:49,"up_complete",1,"up",2016-04-02 08:18:38,9118.3,18473,10.9445717592593,61.73154762,57.6405612242857
"UCDHIST-GS0896-2012-09-11",2015,2015-05-25 06:28:25,2015-06-07 21:06:18,"up_complete",1,"up",2015-05-25 06:28:25,5724.57142857143,6227.64285714286,13.6096412037037,67.40892857,66.2077380957143
"UCDHIST-GS0896-2012-09-11",2019,2019-03-16 11:23:30,2019-04-21 05:31:43,"up_complete",1,"up",2019-03-16 11:23:30,35456.0285714286,53565.4,35.7557060185185,56.3142857142857,52.2571428571429
"UCDHIST-GS0936-2011-06-08",2014,2014-02-28 13:02:49,2014-03-19 11:07:04,"up_complete",1,"up",2014-02-28 13:02:49,10962.6842105263,17909.3157894737,18.9196180555556,56.6952380957143,56.6748706014286
"UCDHIST-GS0938-2011-06-08",2012,2012-02-28 11:44:32,2012-04-17 15:26:45,"up_complete",1,"up",2012-02-28 11:44:32,10641,20703.2448979592,49.1543171296296,52.5488095242857,52.616333334
"UCDHIST-GS0938-2011-06-08",2016,2016-03-11 01:50:31,2016-03-27 17:25:43,"up_complete",1,"up",2016-03-11 01:50:31,35414.8823529412,57167.2352941177,16.6494444444444,53.9929865428571,56.7172619042857
"UCDHIST-GS0969-2013-11-12",2019,2019-04-16 03:19:42,2019-04-27 22:04:14,"up_complete",1,"up",2019-04-16 03:19:42,21505.0833333333,48721.9166666667,11.7809259259259,60.1285714285714,58.4142857142857
"UCDHIST-GS0970-2013-11-18",2017,2017-03-03 14:58:15,2017-05-02 19:51:09,"up_complete",1,"up",2017-03-03 14:58:15,31778.2166666667,59804.7333333333,60.2034027777778,51.5077380957143,50.6511904757143
"USGSACEAM20-985121003350139-2020-10-15",2022,2022-08-27 13:28:47,NA,"up_incomplete",0,"up",2022-08-27 13:28:47,3614,7300,NA,73.6857142857143,74.8285714285714
